"doc_id","text","album","year","songwriters","vocals","songwriter_Harrison","songwriter_Lennon","songwriter_McCartney","songwriter_Starr","vocals_Harrison","vocals_Lennon","vocals_McCartney","vocals_Starr","negative","positive","<NA>","sentiment"
"Rocky Raccoon","Now somewhere in the black mountain hills of Dakota There lived a young boy named Rocky Raccoon And one day his woman ran off with another guy Hit young Rocky in the eye Rocky didn't like that He said I'm gonna get that boy So one day he walked into town Booked himself a room in the local saloon  Rocky Raccoon checked into his room Only to find Gideon's bible Rocky had come equipped with a gun To shoot off the legs of his rival His rival it seems had broken his dreams By stealing the girl of his fancy Her name was Magil and she called herself Lil But everyone knew her as Nancy Now she and her man who called himself Dan Were in the next room at the hoe down Rocky burst in and grinning a grin He said Danny boy this is a showdown But Daniel was hot, he drew first and shot And Rocky collapsed in the corner, ah  D'da d'da d'da da da da D'da d'da d'da da da da D'da d'da d'da da d'da d'da d'da d'da Do do do do do do  D'do d'do d'do do do do D'do d'do d'do do do do D'do d'do d'do do do d'do d'do d'do d'do Do do do do do do  Now the doctor came in stinking of gin And proceeded to lie on the table He said Rocky you met your match And Rocky said, doc it's only a scratch And I'll be better I'll be better doc as soon as I am able  And now Rocky Raccoon he fell back in his room Only to find Gideon's bible Gideon checked out and he left it no doubt To help with good Rocky's revival, ah Oh yeah, yeah  D'do d'do d'do do do do D'do d'do d'do do do do D'do d'do d'do do do d'do d'do d'do d'do Do do do do do do  D'do d'do d'do do do do, come on, Rocky boy D'do d'do d'do do do do, come on, Rocky boy D'do d'do d'do do do d'do d'do d'do d'do The story of Rocky there","The Beatles","1968","Lennon/McCartney","McCartney",0,1,1,0,0,0,1,0,22,8,118,-14
"Run for Your Life","Well I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Or I won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl  Well I know that I'm a wicked guy And I was born with a jealous mind And I can't spend my whole life Trying just to make you toe the line  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl  Let this be a sermon I mean everything I've said Baby, I'm determined And I'd rather see you dead  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl  I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Or you won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl Nah nah nah Nah nah nah Nah nah nah Nah nah nah (fade out)","Rubber Soul","1965","Lennon/McCartney","Lennon",0,1,1,0,0,1,0,0,5,8,120,3
"Savoy Truffle","Creme tangerine and montelimar A ginger sling with a pineapple heart A coffee dessert, yes, you know it's good news But you'll have to have them all pulled out After the Savoy truffle  Cool cherry cream, nice apple tart I feel your taste all the time we're apart Coconut fudge really blows down those blues But you'll have to have them all pulled out After the Savoy truffle  You might not feel it now But when the pain cuts through You're going to know and how The sweat is going to fill your head When it becomes too much You'll shout aloud  [Instrumental/Solo]  But you'll have to have them all pulled out After the Savoy truffle  You know that what you eat you are But what is sweet now turns so sour We all know obla-dibla-da But can you show me where you are?  Creme tangerine and montelimar A ginger sling with a pineapple heart A coffee dessert, yes, you know it's good news But you'll have to have them all pulled out After the Savoy truffle  Yes you'll have to have them all pulled out After the Savoy truffle","The Beatles","1968","Harrison","Harrison",1,0,0,0,1,0,0,0,3,5,75,2
"Sexy Sadie","Sexy Sadie what have you done You made a fool of everyone You made a fool of everyone Sexy Sadie ooh what have you done  Sexy Sadie you broke the rules You layed it down for all to see You layed it down for all to see Sexy Sadie oooh you broke the rules  One sunny day the world was waiting for a lover She came along to turn on everyone Sexy Sadie the greatest of them all  Sexy Sadie how did you know The world was waiting just for you The world was waiting just for you Sexy Sadie oooh how did you know  Sexy Sadie you'll get yours yet However big you think you are However big you think you are Sexy Sadie oooh you'll get yours yet  We gave her everything we owned just to sit at her table Just a smile would lighten everything Sexy Sadie she's the latest and the greatest of them all  She made a fool of everyone Sexy Sadie  However big you think you are Sexy Sadie","The Beatles","1968","Lennon","Lennon",0,1,0,0,0,1,0,0,5,16,70,11
"Sgt. Pepper's Lonely Hearts Club Band","It was twenty years ago today Sgt. Pepper taught the band to play They've been going in and out of style But they're guaranteed to raise a smile So may I introduce to you The act you've known for all these years Sgt. Pepper's Lonely Hearts Club Band  We're Sgt. Pepper's Lonely Hearts Club Band We hope you will enjoy the show We're Sgt. Pepper's Lonely Hearts Club Band Sit back and let the evening go Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's Lonely Hearts Club Band It's wonderful to be here It's certainly a thrill You're such a lovely audience We'd like to take you home with us We'd love to take you home  I don't really want to stop the show But I thought that you might like to know That the singer's going to sing a song And he wants you all to sing along So let me introduce to you The one and only Billy Shears And Sgt. Pepper's Lonely Hearts Club Band","Sgt. Pepper's Lonely Hearts Club Band","1967","McCartney","Lennon/McCartney/Harrison/Starr",0,0,1,0,1,1,1,1,7,8,79,1
"Sgt. Pepper's Lonely Hearts Club Band (Reprise)","(1,2,3,4  Bye!)  We're Sgt. Pepper's Lonely Hearts Club Band We hope you have enjoyed the show Sgt. Pepper's Lonely Hearts Club Band We're sorry but it's time to go Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's Lonely Hearts Club Band We'd like to thank you once again Sgt. Pepper's one and only Lonely Hearts Club Band It's getting very near the end Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's Lonely Hearts Club Band","Sgt. Pepper's Lonely Hearts Club Band","1967","McCartney","Lennon/McCartney/Harrison/Starr",0,0,1,0,1,1,1,1,12,3,46,-9
"She Came in Through the Bathroom Window","(Gonna come out now, ha ha ha, wow look out.)  She came in through the bathroom window Protected by a silver spoon But now she sucks her thumb and wanders By the banks of her own lagoon  Didn't anybody tell her? Didn't anybody see? Sunday's on the phone to Monday Tuesday's on the phone to me  She said she'd always been a dancer She worked at 15 clubs a day And though she thought I knew the answer Well I knew what I could not say  And so I quit the police department And got myself a steady job And though she tried her best to help me She could steal but she could not rob  Didn't anybody tell her? Didn't anybody see? Sunday's on the phone to Monday Tuesday's on the phone to me Oh yeah","Abbey Road","1969","McCartney","McCartney",0,0,1,0,0,0,1,0,2,5,54,3
"She Loves You","She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah, yeah  You think you lost your love Well, I saw her yesterday It's you she's thinking of And she told me what to say  She says she loves you And you know that can't be bad Yes, she loves you And you know you should be glad  She said you hurt her so She almost lost her mind But now she says she knows You're not the hurting kind  She says she loves you And you know that can't be bad Yes, she loves you And you know you should be glad, ooh  She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah And with a love like that You know you should be glad  You know it's up to you I think it's only fair Pride can hurt you too Apologize to her  Because she loves you And you know that can't be bad Yes, she loves you And you know you should be glad, ooh  She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad With a love like that You know you should be glad With a love like that You know you should be glad Yeah, yeah, yeah Yeah, yeah, yeah, yeah",NA,"1963","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,8,32,63,24
"She Said She Said","She said, ""I know what it\'s like to be dead. I know what it is to be sad."" And she\'s making me feel like I\'ve never been born  I said, ""Who put all those things in your head? Things that make me feel that I\'m mad. And you\'re making me feel like I\'ve never been born.""  She said, ""You don\'t understand what I said."" I said, ""No, no, no, you\'re wrong. When I was a boy everything was right, Everything was right.""  I said, ""Even though you know what you know, I know that I\'m ready to leave \'Cause you\'re making me feel like I\'ve never been born.""  She said, ""You don\'t understand what I said."" I said, ""No, no, no, you\'re wrong. When I was a boy everything was right, Everything was right.""  I said, ""Even though you know what you know, I know that I\'m ready to leave \'Cause you\'re making me feel like I\'ve never been born.""  She said, ""I know what it\'s like to be dead. I know what it is to be sad. I know what it\'s like to be dead...","Revolver","1966","Lennon","Lennon",0,1,0,0,0,1,0,0,8,13,62,5
"She's Leaving Home","Wednesday morning at five o'clock as the day begins Silently closing her bedroom door Leaving the note that she hoped would say more She goes downstairs to the kitchen clutching her handkerchief Quietly turning the backdoor key Stepping outside she is free  She (We gave her most of our lives) Is leaving (Sacrificed most of our lives) Home (We gave her everything money could buy) She's leaving home after living alone For so many years (Bye bye)  Father snores as his wife gets into her dressing gown Picks up the letter that's lying there Standing alone at the top of the stairs She breaks down and cries to her husband ""Daddy our baby's gone Why would she treat us so thoughtlessly? How could she do this to me?""  She (We never thought of ourselves) Is leaving (Never a thought for ourselves) Home (We struggled hard all our lives to get by) She's leaving home after living alone For so many years (Bye bye)  Friday morning at nine o'clock she is far away Waiting to keep the appointment she made Meeting a man from the motor trade  She (What did we do that was wrong) Is having (We didn't know it was wrong) Fun (Fun is the one thing that money can't buy) Something inside that was always denied For so many years (Bye bye)  She's leaving home Bye bye","Sgt. Pepper's Lonely Hearts Club Band","1967","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,9,4,105,-5
"Something","Something in the way she moves Attracts me like no other lover Something in the way she woos me  I don't want to leave her now You know I believe and how  Somewhere in her smile she knows That I don't need no other lover Something in her style that shows me  Don't want to leave her now You know I believe and how  You're asking me will my love grow I don't know, I don't know You stick around, now it may show I don't know, I don't know  Something in the way she knows And all I have to do is think of her Something in the things she shows me  I don't want to leave her now You know I believe and how","Abbey Road","1969","Harrison","Harrison",1,0,0,0,1,0,0,0,0,5,47,5
"Strawberry Fields Forever","Let me take you down, 'cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever  Living is easy with eyes closed Misunderstanding all you see It's getting hard to be someone but it all works out It doesn't matter much to me Let me take you down, cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever  No one I think is in my tree I mean it must be high or low That is you can't you know tune in but it's all right That is I think it's not too bad Let me take you down, cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever  Always, no sometimes, think it's me But you know I know when it's a dream I think I know I mean a ""Yes"" but it's all wrong That is I think I disagree  Let me take you down, cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever Strawberry Fields forever Strawberry Fields forever  Cranberry sauce","Magical Mystery Tour","1966","Lennon","Lennon",0,1,0,0,0,1,0,0,9,3,89,-6
"Sun King","Aaaaahhhhhhhhhh... Here comes the sun king Here comes the sun king Everybody's laughing Everybody's happy Here comes the sun king  Quando paramucho mi amore de felice carathon Mundo paparazzi mi amore cicce verdi parasol Questo abrigado tantamucho que canite carousel","Abbey Road","1969","Lennon","Lennon/McCartney/Harrison",0,1,0,0,1,1,1,0,0,1,30,1
"Taxman","One, two, three, four (for you, nineteen for me) One, two (one, two, three, four)  Let me tell you how it will be There's one for you, nineteen for me 'Cause I'm the taxman Yeah, I'm the taxman  Should five per cent appear too small Be thankful I don't take it all 'Cause I'm the taxman Yeah, I'm the taxman  (If you drive a car, car) I'll tax the street (If you try to sit, sit) I'll tax your seat (If you get too cold, cold) I'll tax the heat (If you take a walk, walk) I'll tax your feet Taxman  'Cause I'm the taxman Yeah, I'm the taxman  Don't ask me what I want it for (Ha, ha, Mr. Wilson) If you don't want to pay some more (Ha, ha, Mr. Heath) 'Cause I'm the taxman Yeah, I'm the taxman  Now my advice for those who die (Taxman) Declare the pennies on your eyes (Taxman) 'Cause I'm the taxman Yeah, I'm the taxman And you're working for no one but me (Taxman)","Revolver","1966","Harrison","Lennon/McCartney/Harrison",1,0,0,0,1,1,1,0,3,1,77,-2
"Tell Me What You See","If you let me take your heart I will prove to you We will never be apart if I'm part of you Open up your eyes now, tell me what you see It is no surprise now, what you see is me  Big and black the clouds may be, time will pass away If you put your trust in me I'll make bright your day Look into these eyes now, tell me what you see Don't you realise now, what you see is me Tell me what you see  Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see It is no surprise now, what you see is me Tell me what you see  Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see It is no surprise now, what you see is me","Help!","1965","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,0,2,74,2
"Tell Me Why","Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me  Well, I gave you everything I had But you left me sitting on my own Did you have to treat me oh so bad? All I do is hang my head and moan  Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me  If it's something that I've said or done Tell me what, and I'll apologize If you don't I really can't go on Holding back these tears in my eyes  Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me  Well, I beg you on my bended knees If you'll only listen to my pleas Is there anything I can do 'Cause I really can't stand it, I'm so in love with you  Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me","A Hard Day's Night","1964","Lennon","Lennon",0,1,0,0,0,1,0,0,13,3,40,-10
"The Ballad of John and Yoko","Standing in the dock at Southampton Trying to get to Holland or France The man in the mac said, ""You\'ve got to go back"" You know they didn\'t even give us a chance  Christ you know it ain\'t easy You know how hard it can be The way things are going They\'re going to crucify me  Finally made the plane into Paris Honeymooning down by the Seine Peter Brown called to say ""You can make it OK You can get married in Gibraltar, near Spain""  Christ you know it ain\'t easy You know how hard it can be The way things are going They\'re going to crucify me  Drove from Paris to the Amsterdam Hilton Talking in our beds for a week The newspapers said, ""Say what you doing in bed?"" I said, ""We\'re only trying to get us some peace""  Christ you know it ain\'t easy You know how hard it can be The way things are going They\'re going to crucify me  Saving up your money for a rainy day Giving all your clothes to charity Last night the wife said ""Oh boy, when you\'re dead You don\'t take nothing with you But your soul, think!""  Made a lightning trip to Vienna Eating chocolate cake in a bag The newspapers said, ""She\'s gone to his head They look just like two gurus in drag""  Christ you know it ain\'t easy You know how hard it can be The way things are going They\'re going to crucify me  Caught an early plane back to London Fifty acorns tied in a sack The men from the press said, ""We wish you success It\'s good to have the both of you back""  Christ you know it ain\'t easy You know how hard it can be The way things are going They\'re going to crucify me The way things are going They\'re going to crucify me",NA,"1969","Lennon","Lennon/McCartney",0,1,0,0,0,1,1,0,8,9,150,1
"The Continuing Story of Bungalow Bill","Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  He went out tiger hunting with his elephant and gun In case of accidents he always took his mom He\'s the all American bullet-headed Saxon mother\'s son All the children sing  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Deep in the jungle where the mighty tiger lies Bill and his elephants were taken by surprise So Captain Marvel zapped in right between the eyes, zap! All the children sing  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  The children asked him if to kill was not a sin ""Not when he looked so fierce"", his mummy butted in If looks could kill it would have been us instead of him All the children sing  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Oh ho!  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?","The Beatles","1968","Lennon","Lennon",0,1,0,0,0,1,0,0,21,3,107,-18
"The End","Oh yeah All right Are you gonna be in my dreams Tonight?  Love you  Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you And in the end The love you take Is equal to the love You make Ah ahh ahhhhhh","Abbey Road","1969","McCartney","McCartney",0,0,1,0,0,0,1,0,0,27,10,27
"The Fool on the Hill","Day after day alone on the hill, The man with the foolish grin is keeping perfectly still, But nobody wants to know him, They can see that he's just a fool, And he never gives an answer, But the fool on the hill Sees the sun going down, And the eyes in his head, See the world spinning around. Well on his way his head in a cloud, The man of a thousand voices talking percetly loud But nobody ever hears him, Or the sound he appears to make, And he never seems to notice, But the fool on the hill... Nobody seems to like him They can tell what he wants to do. And he never shows his feelings, But the fool on the hill...","Magical Mystery Tour","1967","McCartney","McCartney",0,0,1,0,0,0,1,0,7,4,52,-3
"The Long and Winding Road","The long and winding road That leads to your door Will never disappear I've seen that road before It always leads me here Lead me to your door  The wild and windy night That the rain washed away Has left a pool of tears Crying for the day Why leave me standing here? Let me know the way  Many times I've been alone And many times I've cried Anyway you've never known The many ways I've tried  But still they lead me back To the long winding road You left me waiting here A long long time ago Don't leave me standing here Lead me to your door  But still they lead me back To the long winding road You left me standing here A long long time ago Don't keep me waiting here Lead me to your door","Let It Be","1969","McCartney","McCartney",0,0,1,0,0,0,1,0,1,7,66,6
"The Night Before","We said our goodbyes. (Ah.. the night before.) Love was in your eyes. (Ah.. the night before.) Now, today I find You have changed your mind. Treat me like you did the night before.  Were you tellin' lies? (Ah.. the night before.) Was I so unwise? (Ah.. the night before.) When I held you near, You were so sincere. Treat me like you did the night before.  Last night is a night I will remember you by. When I think of things we did, It makes me want to cry.  We said our goodbyes. (Ah.. the night before.) Love was in your eyes. (Ah.. the night before.) Now, today I find You have changed your mind. Treat me like you did the night before. Yes.  When I held you near, You were so sincere. Treat me like you did the night before.  Last night is a night I will remember you by. When I think of things we did, It makes me want to cry.  Were you tellin' lies? (Ah.. the night before.) Was I so unwise? (Ah.. the night before.) When I held you near, You were so sincere. Treat me like you did the night before. Like the night before.","Help!","1965","McCartney","McCartney",0,0,1,0,0,0,1,0,6,11,62,5
"The Word","Say the word and you'll be free Say the word and be like me Say the word I'm thinking of Have you heard the word is love? It's so fine, it's sunshine It's the word, love  In the beginning I misunderstood But now I've got it, the word is good  Spread the word and you'll be free Spread the word and be like me Spread the word I'm thinking of Have you heard the word is love? It's so fine, it's sunshine It's the word, love  Everywhere I go I hear it said In the good and bad books that I have read  Say the word and you'll be free Say the word and be like me Say the word I'm thinking of Have you heard the word is love? It's so fine, it's sunshine It's the word, love  Now that I know what I feel must be right I'm here to show everybody the light  Give the word a chance to say That the word is just the way It's the word I'm thinking of And the only word is love It's so fine, it's sunshine It's the word, love  Say the word, love Say the word, love Say the word, love Say the word, love","Rubber Soul","1965","Lennon/McCartney","Lennon/McCartney/Harrison",0,1,1,0,1,1,1,0,2,25,69,23
"There's a Place","There is a place Where I can go When I feel low When I feel blue And it's my mind And there's no time when I'm alone  I think of you And things you do Go 'round my head The things you said Like ""I love only you.""  In my mind there's no sorrow Don't you know that it's so There'll be no sad tomorrow Don't you know that it's so  There is a place Where I can go When I feel low When I feel blue And it's my mind And there's no time when I'm alone There's a place","Please Please Me","1963","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,2,2,29,0
"Things We Said Today","You say you will love me If I have to go You'll be thinking of me Somehow I will know Someday when I'm lonely Wishing you weren't so far away Then I will remember Things we said today  You say you'll be mine, girl Till the end of time These days such a kind girl Seems so hard to find Someday when we're dreaming Deep in love, not a lot to say Then we will remember Things we said today  Me, I'm just the lucky kind Love to hear you say that love is luck And though we may be blind Love is here to stay and that's enough  To make you mine, girl Be the only one Love me all the time, girl We'll go on and on Someday when we're dreaming Deep in love, not a lot to say Then we will remember Things we said today  Me, I'm just the lucky kind Love to hear you say that love is luck Though we may be blind Love is here to stay and that's enough  To make you mine, girl Be the only one Love me all the time, girl We'll go on and on Someday when we're dreaming Deep in love, not a lot to say Then we will remember Things we said today","A Hard Day's Night","1964","McCartney","McCartney",0,0,1,0,0,0,1,0,4,18,82,14
"Think for Yourself","I've got a word or two To say about the things that you do You're telling all those lies About the good things that we can have If we close our eyes  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you  I left you far behind The ruins of the life that you have in mind And though you still can't see I know your mind's made up You're gonna cause more misery  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you  Although your mind's opaque Try thinking more if just for your own sake The future still looks good And you've got time to rectify All the things that you should  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you Think for yourself Cos I won't be there with you","Rubber Soul","1965","Harrison","Harrison",1,0,0,0,1,0,0,0,3,3,54,0
"Ticket to Ride","I think I'm gonna be sad I think it's today, yeah The girl that's driving me mad Is going away  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  She said that living with me Is bringing her down, yeah For she would never be free When I was around  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  I don't know why she's riding so high She ought to think twice She ought to do right by me Before she gets to saying goodbye She ought to think twice She ought to do right by me  I think I'm gonna be sad I think it's today, yeah The girl that's driving me mad Is going away, yeah  Oh, she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  I don't know why she's riding so high She ought to think twice She ought to do right by me Before she gets to saying goodbye She ought to think twice She ought to do right by me  She said that living with me Is bringing her down, yeah For she would never be free When I was around  Ah, she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  My baby don't care, my baby don't care My baby don't care, my baby don't care My baby don't care, my baby don't care (fade out)","Help!","1965","Lennon","Lennon/McCartney",0,1,0,0,0,1,1,0,4,6,104,2
"Tomorrow Never Knows","Turn off your mind, relax and float down stream It is not dying, it is not dying  Lay down all thoughts, surrender to the void It is shining, it is shining  Yet you may see the meaning of within It is being, it is being  Love is all and love is everyone It is knowing, it is knowing...  ... that ignorance and hates may mourn the dead It is believing, it is believing  But listen to the colour of your dreams It is not living, it is not living  So play the game ""Existence"" to the end... ... Of the beginning, of the beginning Of the beginning, of the beginning Of the beginning, of the beginning Of the beginning, of the beginning","Revolver","1966","Lennon","Lennon",0,1,0,0,0,1,0,0,7,2,38,-5
"Two of Us","[""I Dig A Pygmy"" by Charles Hawtrey and the Deaf Aids. Phase one, in which Doris gets her oats.]  Two of us riding nowhere Spending someone's Hard earned pay You and me Sunday driving Not arriving On our way back home We're on our way home We're on our way home We're going home  Two of us sending postcards Writing letters On my wall You and me burning matches Lifting latches On our way back home We're on our way home We're on our way home We're going home  You and I have memories Longer than the road that stretches out ahead  Two of us wearing raincoats Standing solo In the sun You and me chasing paper Getting nowhere On our way back home We're on our way home We're on our way home We're going home  You and I have memories Longer than the road that stretches out ahead  Two of us wearing raincoats Standing solo In the sun You and me chasing paper Getting nowhere On our way back home We're on our way home We're on our way home We're going home  [We're going home, you better believe it. Goodbye.]","Let It Be","1969","McCartney","Lennon/McCartney",0,0,1,0,0,1,1,0,3,1,99,-2
"Wait","It's been a long time Now I'm coming back home I've been away now Oh how, I've been alone  Wait till I come back to your side We'll forget the tears we've cried  But if your heart breaks Don't wait, turn me away And if your heart's strong Hold on, I won't delay  Wait till I come back to your side We'll forget the tears we've cried  I feel as though You ought to know That I've been good As good as I can be And if you do I'll trust in you And know that you Will wait for me  It's been a long time Now I'm coming back home I've been away now Oh how, I've been alone  Wait till I come back to your side We'll forget the tears we've cried  I feel as though You ought to know That I've been good As good as I can be And if you do I'll trust in you And know that you Will wait for me  But if your heart breaks Don't wait, turn me away And if your heart's strong Hold on, I won't delay  Wait till I come back to your side We'll forget the tears we've cried  It's been a long time Now I'm coming back home I've been away now Oh how, I've been alone","Rubber Soul","1965","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,4,8,85,4
"We Can Work It Out","Try to see it my way Do I have to keep on talking till I can't go on? While you see it your way Run the risk of knowing that our love may soon be gone  We can work it out We can work it out  Think of what you're saying You can get it wrong and still you think that it's alright Think of what I'm saying We can work it out and get it straight, or say goodnight  We can work it out We can work it out  Life is very short, and there's no time For fussing and fighting, my friend I have always thought that it's a crime So I will ask you once again  Try to see it my way Only time will tell if I am right or I am wrong While you see your way, There's a chance that we may fall apart before too long  We can work it out We can work it out  Life is very short, and there's no time For fussing and fighting, my friend I have always thought that it's a crime So I will ask you once again  Try to see it my way Only time will tell if I am right or I am wrong While you see it your way There's a chance that we may fall apart before too long  We can work it out We can work it out",NA,"1965","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,8,12,79,4
"What Goes On","What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind?  The other day I saw you As I walked along the road But when I saw him with you I could feel my future fold It's so easy for a girl like you to lie Tell me why  What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind?  I met you in the morning Waiting for the tides of time But now the tide is turning I can see that I was blind It's so easy for a girl like you to lie Tell me why  What goes on in your heart?  I used to think of no one else But you were just the same You didn't even think of me As someone with a name Did you mean to break my heart and watch me die Tell me why  What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind?","Rubber Soul","1965","Lennon/McCartney/Starr","Starr",0,1,1,1,0,0,0,1,8,4,65,-4
"What You're Doing","Look what you're doing, I'm feeling blue and lonely Would it be too much to ask of you What you're doing to me?  You got me running and there's no fun in it Why should it be so much to ask of you What you're doing to me?  I've been waiting here for you Wond'ring what you're gonna do And should you need a love that's true It's me  Please stop your lying, you've got me crying, girl Why should it be so much to ask of you What you're doing to me?  I've been waiting here for you Wond'ring what you're gonna do And should you need a love that's true It's me  Please stop your lying, you've got me crying, girl Why should it be so much to ask of you What you're doing to me? What you're doing to me? What you're doing to me?","Beatles for Sale","1964","McCartney","McCartney",0,0,1,0,0,0,1,0,3,3,33,0
"When I Get Home","Whoa-I, whoa-I I got a whole lot of things to tell her When I get home Come on, out of my way Cos I'm gonna see my baby today I've got a whole lot of things I've gotta say To her  Whoa-I, whoa-I I got a whole lot of things to tell her When I get home Come on if you please I've got no time for trivialities I've got a girl who's waiting home for me tonight  Whoa-I, whoa-I I got a whole lot of things to tell her When I get home When I'm getting home tonight I'm gonna hold her tight I'm gonna love her till the cows come home I bet I'll love her more Till I walk out that door Again  Come on, let me through I've got so many things I've got to do I've got no business being here with you This way  Whoa-I, whoa-I I've got a whole lot of things to tell her When I get home, yeah I've got a whole lot of things to tell her When I get home","A Hard Day's Night","1964","Lennon","Lennon",0,1,0,0,0,1,0,0,0,10,83,10
"When I'm Sixty-Four","When I get older losing my hair Many years from now Will you still be sending me a valentine Birthday greetings, bottle of wine? If I'd been out till quarter to three Would you lock the door? Will you still need me, will you still feed me When I'm sixty-four?  You'll be older too And if you say the word I could stay with you  I could be handy, mending a fuse When your lights have gone You can knit a sweater by the fireside Sunday mornings go for a ride Doing the garden, digging the weeds Who could ask for more? Will you still need me, will you still feed me When I'm sixty-four?  Every summer we can rent a cottage in the Isle of Wight If it's not too dear We shall scrimp and save Grandchildren on your knee Vera, Chuck & Dave  Send me a postcard, drop me a line Stating point of view Indicate precisely what you mean to say Yours sincerely, wasting away Give me your answer, fill in a form Mine for evermore Will you still need me, will you still feed me When I'm sixty-four? Ho!","Sgt. Pepper's Lonely Hearts Club Band","1966","McCartney","McCartney",0,0,1,0,0,0,1,0,2,3,92,1
"While My Guitar Gently Weeps","I look at you all, see the love there that's sleeping While my guitar gently weeps I look at the floor and I see it needs sweeping Still my guitar gently weeps  I don't know why nobody told you How to unfold your love I don't know how someone controlled you They bought and sold you  I look at the world and I notice it's turning While my guitar gently weeps With every mistake we must surely be learning Still my guitar gently weeps  Well...  I don't know how you were diverted You were perverted too I don't know how you were inverted No one alerted you  I look at you all, see the love there that's sleeping [LOVE version:] I look from the wings at the play you are staging. While my guitar gently weeps Look at you all [LOVE version:] As I'm sitting here doing nothing but aging Still my guitar gently weeps  Oh, oh Oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh  Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, oh, ooh","The Beatles","1968","Harrison","Harrison",1,0,0,0,1,0,0,0,2,7,74,5
